Date,Location,P1,P2,OT Character,RCS Character,Team,P3 Color,P3 Character,P4 Color,P4 Character,Match,Result,Wanted Form,Form,Stage,Common Notes,,,,,,,,Other Notes
,,,,,Pikachu,178,Green,King Dedede,,Simon,228,3,Battlefield,Battlefield,Princess Peach's Castle,,,,,,,,,
,,,,,Pikachu,,,,,,229,6,Battlefield,Battlefield,Smashville,,,,,,,,,
,,*,,,Roy,179,Purple,Lucina,Black,Shulk,230,5,Battlefield,Battlefield,Coliseum,,,,,,,,,
,,,,,Roy,,,,,,231,4,Battlefield,Battlefield,Dream Land 64,,,,,,,,,
,,,,,Roy,180,,King K. Rool,,Ridley,232,3,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Roy,181,Black,Sonic,,Dark Samus,233,6,Battlefield,Battlefield,Kalos Pokemon League,,,,,,,,,
,,,,,Roy,,,,,,234,4,Battlefield,Battlefield,Fourside,,,,,,,,,
,,,,,Roy,182,,Mii Brawler,,Mii Gunner,235,3,Battlefield,Battlefield,Reset Bomb Forest,,,,,,,,,
,,,,,Roy,,,,,,236,5,Battlefield,Battlefield,Fountain of Dreams,,,,,,,,,
,,,,,Roy,183,Green,Incineroar,Black,Samus,237,6,Battlefield,Omega,Mario Circuit U,,,,,,,,,
,,,,,Roy,,,,,,238,5,Battlefield,Omega,Pac-Land,,,,,,,,,
,,,,,Inkling,184,,Diddy Kong,Wedding,Mario,239,3 out of 4,Battlefield,Omega,Arena Ferox,,,,,,,,,
,,,,,Inkling,,,,,,240,2,Battlefield,Battlefield,Boxing Ring,,,,,,,,,5 seconds left in the 5 min match!
,,,,,Inkling,185,Cyan,Yoshi,Black,Snake,241,5,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
,,,,,Inkling,186,Meta,Ridley,Pink,King K. Rool,242,-2,Battlefield,Battlefield,Fourside,,,,,,,,,
,,,,,Inkling,187,Black,Falco,Black,Sonic,243,5,Battlefield,Battlefield,Yoshi's Island M,,,,,,,,,
,,,,,Mr. Game & Watch,188,,Captain Falcon,Red Biker,Wario,244,4,Battlefield,Battlefield,Delfino Plaza,,,,,,,,,
,,,,,Mr. Game & Watch,,,,,,245,4,Battlefield,Battlefield,Yoshi's Island B,,,,,,,,,
,,,,,Mr. Game & Watch,189,Green,Marth,Black,Dark Samus,246,-1,Battlefield,Battlefield,Shadow Moses Island,,,,,,,,,
,,,,,Mr. Game & Watch,,,,,,247,-2,Battlefield,Battlefield,Norfair,,,,,,,,,
,,,,,Mr. Game & Watch,190,Pink,Young Link,,Wii Fit Trainer,248,4,Battlefield,Battlefield,New Pork City,,,,,,,,,
,,,,,Mr. Game & Watch,191,,King K. Rool,,Pit,249,4,Battlefield,Battlefield,Skyworld,,,,,,,,,
,,,,,Mr. Game & Watch,192,,Inkling,,Cloud,250,3,Battlefield,Battlefield,Peach's Castle,,,,,,,,,
,,,,,Mr. Game & Watch,193,,Cloud,Black,Corrin,251,5,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Mr. Game & Watch,194,Saturn,Ness,,Donkey Kong,252,2,Battlefield,Battlefield,Wily Castle,,,,,,,,,
,,,,,Mr. Game & Watch,,,,,,253,4,Battlefield,Battlefield,Wrecking Crew,,,,,,,,,
,,,,,Mr. Game & Watch,195,,King K. Rool,Pink,Robin,254,6,Battlefield,Battlefield,Spear Pillar,,,,,,,,,
,,,,,Mr. Game & Watch,,,,,,255,5,Battlefield,Battlefield,Skyworld,,,,,,,,,
,,,,,Mr. Game & Watch,,,,,,256,3,Battlefield,Battlefield,Midgar,,,,,,,,,
,,,,,Mr. Game & Watch,196,Yellow,Isabelle,Black,Peach,257,3,Battlefield,Regular,Mario Circuit B,,,,,,,,,
,,,,,Mr. Game & Watch,197,Red,Ridley,Brown,Diddy Kong,258,4 out of 4,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Mr. Game & Watch,198,Black,Zelda,,Robin,259,6,Battlefield,Battlefield,Fountain of Dreams,,,,,,,,,
,,,,,Mr. Game & Watch,199,Alola,Pokemon Trainer,Blue,Pokemon Trainer,260,4,Battlefield,Battlefield,Mushroomy Kingdom,,,,,,,,,
,,,,,Mr. Game & Watch,200,Orange,Falco,Dark,Kirby,261,3 out of 4,Battlefield,Regular,Pokemon Stadium,,,,,,,,,
2018-12-20,Ann Arbor,OT,RCS,,Donkey Kong,201,Black,Rosalina & Luma,Black,Peach,262,6,Battlefield,Battlefield,Mario Circuit U,,,,,,,,,
,,,,,Donkey Kong,202,,King K. Rool,Black,Rosalina & Luma,263,3,Battlefield,Omega,Balloon Fight,SB,,,,,,,,
,,,,,Donkey Kong,203,,Pit,Red,Robin,264,5,Battlefield,Battlefield,Windy Hill Zone,,,,,,,,,
,,,,,Donkey Kong,204,Green,Pokemon Trainer,Blue/White,Lucas,265,2,Battlefield,Battlefield,Garden of Hope,,,,,,,,,
,,,,,Donkey Kong,205,White,Ridley,Aqua,Mewtwo,266,4,Battlefield,Battlefield,Mario Circuit U,,,,,,,,,
,,,,,Donkey Kong,206,Dark,Kirby,,Lucario,267,4,Battlefield,Omega,Spear Pillar,,,,,,,,,
,,,,,Donkey Kong,207,Indigo,Sheik,,Duck Hunt,268,3,Battlefield,Regular,Pictochat,I,,,,,,,,
,,,,,Donkey Kong,208,White,Marth,Dark,Kirby,269,6,Battlefield,Battlefield,Shadow Moses Island,,,,,,,,,
,,,,,Donkey Kong,209,Green,Ridley,,Ganondorf,270,4,Battlefield,Battlefield,Smashville,,,,,,,,,
,,,,,Donkey Kong,210,Wedding,Mario,White,Robin,271,5,Battlefield,Battlefield,Mario Circuit B,SB,,,,,,,,
,,,,,Donkey Kong,211,Black,Simon,Purple,Donkey Kong,272,5,Battlefield,Battlefield,Dream Land GB,,,,,,,,,
,,,,,Donkey Kong,,,,,,273,6,Battlefield,Regular,Pictochat,I,,,,,,,,
,,,,,Donkey Kong,212,,Palutena,,Little Mac,274,5,Battlefield,Regular,Shadow Moses Island,SB,I,,,,,,,
,,,,,Donkey Kong,213,Pink,Little Mac,,Captain Falcon,275,3,Battlefield,Regular,Pac-Land,SB,I,,,,,,,
,,,,,Donkey Kong,214,Purple,Palutena,Pink,King Dedede,276,4,Battlefield,Battlefield,Yoshi's Island 64,,,,,,,,,
,,,,,Donkey Kong,215,Blue,Young Link,Libre,Pikachu,277,5,Battlefield,Battlefield,Windy Hill Zone,,,,,,,,,
,,,,,Donkey Kong,216,Teal,Young Link,White,Chrom,278,6,Battlefield,Omega,Final Destination,SB,I,,,,,,,
,,,,,Donkey Kong,217,,Diddy Kong,,Cloud,279,6,Battlefield,Omega,New Pork City,,,,,,,,,
,,,,,Donkey Kong,218,,Chrom,Black,Dark Samus,280,5,Battlefield,Battlefield,Halberd,,,,,,,,,
,,,,,Donkey Kong,,,,,,281,6,Battlefield,No Hazards,Find Mii,,,,,,,,,
,,,,,Peach,219,Black,Zelda,,Link,282,3,Battlefield,Regular,Kongo Jungle M,SB,I,,,,,,,
,,,,,Peach,220,Red,Simon,Brown,Ganondorf,283,3,Battlefield,Omega,Yoshi's Island M,,,,,,,,,
,,,,,Peach,,,,,,284,3,Battlefield,Omega,Flat Zone,,,,,,,,,
,,,,,Peach,221,Gold,Dark Samus,Teal,Chrom,285,6,Battlefield,Omega,Super Mario Maker,,,,,,,,,
,,,,,Peach,222,,Mewtwo,,Richter,286,4,Battlefield,Battlefield,3D Land,,,,,,,,,
,,,,,Peach,223,,Falco,White,Marth,287,5,Battlefield,Battlefield,Jungle Japes,,,,,,,,,
,,,,,Peach,224,Meta,Ridley,Purple,Lucina,288,4,Battlefield,Battlefield,Saffron City,,,,,,,,,
,,,,,Peach,225,Red,Simon,,R.O.B.,289,6,Battlefield,Battlefield,Palutena's Temple,,,,,,,,,
,,,,,Peach,226,Purple,Donkey Kong,Purple,Greninja,290,3,Battlefield,Omega,Arena Ferox,,,,,,,,,
,,,,,Peach,227,Purple,Falco,Green/Beige,Link,291,4,Battlefield,Battlefield,Kalos Pokemon League,,,,,,,,,
,,,,,Peach,228,Deity,Link,Black,Zelda,292,4 out of 4,Battlefield,Omega,Palutena's Temple,,,,,,,,,
,,,,,Peach,229,Red,Link,,Ken,293,6,Battlefield,Battlefield,Boxing Ring,,,,,,,,,
,,,,,Peach,230,,Link,,Samus,294,6,Battlefield,Battlefield,Distant Planet,,,,,,,,,
,,,,,Peach,231,Black,Richter,Pink,Yoshi,295,4,Battlefield,Battlefield,Pilotwings,,,,,,,,,
,,,,,Peach,232,,Captain Falcon,,King K. Rool,296,4,Battlefield,Battlefield,Mushroom Kingdom,,,,,,,,,
,,,,,Peach,,,,,,297,3,Battlefield,Battlefield,Skyworld,,,,,,,,,
,,,,,Isabelle,233,Black,Snake,Green,Captain Falcon,298,4,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Isabelle,234,Dark,Kirby,,Yoshi,299,4,Battlefield,Battlefield,Wrecking Crew,,,,,,,,,
2018-12-29,Livonia,RCS,OT,,Cloud,235,Green,Peach,Pink,Daisy,300,4,Battlefield,Battlefield,Windy Hill Zone,,,,,,,,,
,,,,,Cloud,236,Pink,Young Link,Blue,Zero Suit Samus,301,5,Battlefield,No Hazards,Yoshi's Story,SB,,,,,,,,
,,,,,Cloud,237,Blue,Ridley,White,Ganondorf,302,3,Battlefield,Battlefield,Balloon Fight,,,,,,,,,
,,,,,Cloud,,,,,,303,2,Battlefield,Battlefield,Final Destination,,,,,,,,,
,,,,,Cloud,238,Red,Corrin,Red,Palutena,304,6,Battlefield,Battlefield,Super Mario Maker,,,,,,,,,
,,,,,Cloud,239,Brown,Samus,Black,Zero Suit Samus,305,5,Battlefield,Regular,Magicant,SB,I,,,,,,,
,,*,*,,Cloud,240,Pink,Corrin,Yellow,Robin,306,3,Battlefield,Battlefield,Dream Land 64,,,,,,,,,
,,,,,Cloud,,,,,,307,3,Battlefield,Battlefield,Wario Ware Inc.,,,,,,,,,
,,,,,Cloud,241,,Mewtwo,,Daisy,308,6,Battlefield,Battlefield,Spear Pillar,,,,,,,,,
,,,,,Cloud,,,,,,309,6,Battlefield,Battlefield,Unova Pokemon League,,,,,,,,,
,,,,,Cloud,242,Blue,Incineroar,,Corrin,310,4,Battlefield,No Hazards,Mushroom Kingdom 2,,,,,,,,,
,,,,,Cloud,,,,,,311,3,Battlefield,No Hazards,Halberd,,,,,,,,,
,,,,,Kirby,243,Wire,Little Mac,Black,Shulk,312,5,Battlefield,Battlefield,Fourside,,,,,,,,,
,,,,,Kirby,,,,,,313,5,Battlefield,Battlefield,New Pork City,,,,,,,,,
,,,,,Kirby,244,White,Little Mac,,Link,314,4 out of 4,Battlefield,Battlefield,Fountain of Dreams,,,,,,,,,
,,,,,Kirby,,,,,,315,4 out of 4,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
,,,,,Kirby,245,Wedding,Mario,White,Kirby,316,4,Battlefield,Battlefield,Tortimer Island,,,,,,,,,
,,,,,Kirby,246,Green/Beige,Link,Black,Fox,317,5,Battlefield,Regular,Corneria,SB,I,,,,,,,
,,,,,Kirby,247,,Kirby,Ab,Shulk,318,6,Battlefield,Battlefield,Wily Castle,CPU,,,,,,,,
,,,,,Kirby,248,Green,Ridley,Radiant Dawn,Ike,319,6,Battlefield,Battlefield,Pac-Land,,,,,,,,,
,,,,,Kirby,249,,Palutena,Red,Isabelle,320,3,Battlefield,Regular,Spirit Train,SB,I,,,,,,,
,,,,,Kirby,250,Yellow,Mr. Game & Watch,,Duck Hunt,321,4 out of 4,Battlefield,Omega,Big Blue,,,,,,,,,
,,,,,Kirby,251,,Toon Link,Vince,Mii Brawler,322,5,Battlefield,Battlefield,Yoshi's Story,,,,,,,,,
,,,,,Kirby,252,Black,Richter,Purple,Simon,323,6,Battlefield,Battlefield,Town and City,,,,,,,,,
,,,,,Kirby,253,Gray,Bowser,,King K. Rool,324,3,Battlefield,Battlefield,Mario Circuit B,,,,,,,,,
,,,,,Kirby,254,,Link,,King K. Rool,325,3,Battlefield,Regular,Kongo Jungle M,,,,,,,,,
,,,,,Kirby,255,,Inkling,,Incineroar,326,6,Battlefield,Battlefield,Pilotwings,,,,,,,,,
,,,,,Kirby,,,,,,327,3 out of 4,Battlefield,Regular,Skyloft,Stam,SB,I,,,,,,
,,,,,Kirby,256,Green/Yellow,Fox,Suit,Mii Swordfighter,328,4,Battlefield,Battlefield,Kalos Pokemon League,,,,,,,,,
,,,,,Kirby,257,,King K. Rool,Black,Zelda,329,4 to 1 at time,Battlefield,Battlefield,Reset Bomb Forest,3m3s,,,,,,,,
,,,,,Kirby,,,,,,330,4,Battlefield,Battlefield,Great Bay,,,,,,,,,
,,,,,Kirby,258,,Kirby,,Shulk,331,3,Battlefield,Battlefield,Palutena's Temple,,,,,,,,,
,,,,,Kirby,259,,Mario,,Link,332,6,Battlefield,Battlefield,Wario Ware Inc.,,,,,,,,,
,,,,,Kirby,260,Brown,Palutena,Green,Dark Samus,333,5,Battlefield,Omega,Kalos Pokemon League,,,,,,,,,
,,,,,Kirby,261,Green,Ice Climbers,Libre,Pikachu,334,5,Battlefield,Battlefield,Gaur Plain,,,,,,,,,
,,,,,Kirby,262,Green,King Dedede,,Isabelle,335,2 out of 4,Battlefield,Battlefield,Venom,,,,,,,,,
,,,,,Kirby,,,,,,336,4,Battlefield,Battlefield,Luigi's Mansion,,,,,,,,,
,,,,,Bowser Jr.,263,White,Richter,Green,Little Mac,337,4,Battlefield,Battlefield,Brinstar Depths,,,,,,,,,
,,,,,Bowser Jr.,264,Orange,Wolf,,Kirby,338,3,Battlefield,Battlefield,Pirate Ship,,,,,,,,,
,,,,,Bowser Jr.,265,Blue,Inkling,Black,Lucina,339,1,Battlefield,Battlefield,Skyworld,,,,,,,,,
,,,,,Bowser Jr.,266,Deity,Link,Green,Roy,340,3,Battlefield,Battlefield,Skyworld,,,,,,,,,
,,,,,Bowser Jr.,267,Dark,Young Link,Green,Ike,341,4,Battlefield,Battlefield,Moray Towers,,,,,,,,,
,,,,,Bowser Jr.,,,,,,342,2,Battlefield,Battlefield,Prism Tower,,,,,,,,,
,,*,,,Bowser Jr.,268,Green,Inkling,,Isabelle,343,4,Battlefield,No Hazards,Magicant,3m3s,SB,I,,,,,,
,,,,,Bowser Jr.,269,Black,Cloud,Black,Corrin,344,3,Battlefield,Battlefield,Wily Castle,,,,,,,,,
,,,,,Bowser Jr.,,,,,,345,2,Battlefield,Battlefield,Mute City,,,,,,,,,
,,,,,Bowser Jr.,,,,,,346,5,Battlefield,Battlefield,Paper Mario,,,,,,,,,
,,*,*,,Bowser Jr.,270,Black,Incineroar,Orange,Incineroar,347,5,Battlefield,Battlefield,Great Bay,,,,,,,,,
,,,,,Bowser Jr.,271,Green/Brown,Link,Green,Bowser,348,5,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Bowser Jr.,,,,,,349,6,Battlefield,Battlefield,Boxing Ring,,,,,,,,,
,,,,,Bowser Jr.,272,Green,Inkling,Gray,Bowser,350,5,Battlefield,Battlefield,Dream Land 64,,,,,,,,,
,,,,,Bowser Jr.,,,,,,351,4,Battlefield,Battlefield,Kongo Jungle M,,,,,,,,,
,,,,,Bowser Jr.,273,Black,Palutena,White,Ness,352,3,Battlefield,Battlefield,Wrecking Crew,,,,,,,,,
,,,,,Bowser Jr.,,,,,,353,-2,Battlefield,Battlefield,Skyloft,,,,,,,,,
,,OT,RCS,,Luigi,274,Purple,Marth,Deity,Link,354,5,Battlefield,Battlefield,Magicant,,,,,,,,,
,,,,,Luigi,,,,,,355,4,Battlefield,Battlefield,Mute City,,,,,,,,,
,,,,,Luigi,275,Gray,King K. Rool,Lemmy,Bowser Jr.,356,5,Battlefield,Omega,New Pork City,,,,,,,,,
,,,,,Luigi,276,Pink,Corrin,Blue,Ike,357,4,Battlefield,Battlefield,Mario Galaxy,,,,,,,,,
,,,,,Luigi,277,Bear/Lip,Mii Swordfighter,,Sheik,358,6,Battlefield,Battlefield,Hyrule Temple,,,,,,,,,
,,,,,Luigi,278,Purple,Ganondorf,,Wolf,359,4,Battlefield,Regular,Skyloft,,,,,,,,,
,,,,,Luigi,,,,,,360,3,Battlefield,Regular,Reset Bomb Forest,,,,,,,,,
,,,,,Luigi,279,,Ganondorf,Meta,Ridley,361,2,Battlefield,Battlefield,Pokemon Stadium,CPU,,,,,,,,
,,,,,Luigi,280,,Link,,Zelda,362,6,Battlefield,Battlefield,Green Hill Zone,,,,,,,,,
,,,,,Luigi,,,,,,363,5,Battlefield,Battlefield,Coliseum,,,,,,,,,
,,,,,Richter,281,Purple,Toon Link,Blue Alph,Olimar,364,-3,Battlefield,Battlefield,Green Hill Zone,,,,,,,,,
,,,,,Richter,282,,Mega Man,,Ridley,365,2 out of 4,Battlefield,No Hazards,Arena Ferox,,,,,,,,,
,,,,,Richter,283,Orange,King K. Rool,,King K. Rool,366,-2 out of 4,Battlefield,Omega,Fountain of Dreams,SB,I,,,,,,,
,,,,,Richter,,,,,,367,1,Battlefield,Battlefield,Dracula's Castle,0.5x,,,,,,,,
,,,,,Richter,284,Gray,King K. Rool,Lemmy,Bowser Jr.,368,5,Battlefield,Battlefield,Coliseum,,,,,,,,,
,,,,,Richter,285,Leopard,Snake,White,Samus,369,6,Battlefield,Battlefield,Wario Ware Inc.,,,,,,,,,
,,,,,Richter,286,,Richter,,Mewtwo,370,5,Battlefield,Battlefield,Mario Galaxy,,,,,,,,,
,,,,,Richter,287,,Ryu,,Pit,371,5,Battlefield,Battlefield,Garden of Hope,,,,,,,,,
,,,,,Richter,288,,Robin,,Incineroar,372,4,Battlefield,Regular,Spirit Train,SB,I,,,,,,,
,,,,,Richter,289,White,Simon,Black,Shulk,373,6,Battlefield,Omega,Battlefield,3m3s,SB,I,,,,,,
,,,,,Richter,290,Gray,King K. Rool,White,King K. Rool,374,3 out of 4,Battlefield,Regular,Kongo Jungle M,,,,,,,,,
,,,,,Richter,,,,,,375,3,Battlefield,Battlefield,Mushroom Kingdom 2,,,,,,,,,
,,,,,Richter,291,Blue,Wolf,Blue,Ike,376,"1 to 1 at time,
SD Lose",Battlefield,Battlefield,Yoshi's Island 64,3m2s,,,,,,,,
,,,,,Richter,,,,,,377,5,Battlefield,Battlefield,Onett,,,,,,,,,
,,,,,Richter,,,,,,378,2,Battlefield,Battlefield,Mario Galaxy,,,,,,,,,
,,,,,Richter,,,,,,379,4 out of 4,Battlefield,Battlefield,Battlefield,3m2s,,,,,,,,
,,,,,Richter,292,,Pit,Ninja,Mii Brawler,380,6,Battlefield,Battlefield,New Pork City,,,,,,,,,Opponents only teabagged
,,*,*,,Richter,293,White,King K. Rool,,King K. Rool,381,3,Battlefield,Battlefield,Windy Hill Zone,,,,,,,,,
,,,,,Richter,294,Red,Zelda,Red,Dark Pit,382,4,Battlefield,Battlefield,Suzaku Castle,,,,,,,,,
,,,,,Richter,295,,Mario,Fire,Luigi,383,6,Battlefield,Regular,Hanenbow,SB,I,,,,,,,
,,,,,Richter,,,,,,384,4,Battlefield,Battlefield,Distant Planet,,,,,,,,,
,,,,,Richter,296,,Young Link,Blue,Simon,385,6,Battlefield,Battlefield,Castle Siege,,,,,,,,,
,,,,,Richter,,,,,,386,6,Battlefield,Battlefield,New Donk City Hall,,,,,,,,,
,,,,,Richter,297,Pink,Young Link,Green,Little Mac,387,2,Battlefield,Regular,Rainbow Cruise,,,,,,,,,
,,,,,Richter,298,,King Dedede,Pink,Donkey Kong,388,3,Battlefield,Omega,Mario Circuit B,,,,,,,,,
,,,*,,Richter,299,Black,Incineroar,,Link,389,-1,Battlefield,Regular,Castle Siege,SB,I,,,,,,,
,,,,,Richter,,,,,,390,3,Battlefield,Battlefield,Balloon Fight,,,,,,,,,
,,,,,Richter,,,,,,391,2,Battlefield,Regular,Fourside,,,,,,,,,
,,,,,Richter,300,Red,Pac-Man,Pink,King Dedede,392,3,Battlefield,Battlefield,Green Greens,,,,,,,,,
,,,,,Richter,301,Pink,King K. Rool,,Roy,393,2,Battlefield,Battlefield,New Donk City Hall,,,,,,,,,
,,,,,Richter,,,,,,394,2,Battlefield,Battlefield,Find Mii,,,,,,,,,
,,,,,Richter,,,,,,395,4,Battlefield,Omega,Fountain of Dreams,,,,,,,,,
2019-01-01,Livonia,OT,RCS,,Robin,302,Dragon/Cyber,Mii Swordfighter,Bear,Mii Gunner,396,6,Battlefield,Battlefield,Mario Galaxy,,,,,,,,,
,,,,,Robin,303,,Mewtwo,,Greninja,397,4,Battlefield,Battlefield,Super Mario Maker,,,,,,,,,
,,,,,Robin,304,,Inkling,,Falco,398,3,Battlefield,Battlefield,Coliseum,,,,,,,,,
,,,,,Robin,,,,,,399,2,Battlefield,Battlefield,Fountain of Dreams,,,,,,,,,
,,,,,Robin,,,,,,400,3,Battlefield,Battlefield,Balloon Fight,,,,,,,,,
,,,,,Robin,,,,,,401,4,Battlefield,Battlefield,Balloon Fight,,,,,,,,,
,,,,,Robin,305,Orange,Zero Suit Samus,Dragon/Cyber,Mii Swordfighter,402,6,Battlefield,Battlefield,Delfino Plaza,,,,,,,,,
,,,,,Robin,306,Purple,Dark Samus,,Samus,403,5,Battlefield,Battlefield,Yoshi's Island M,,,,,,,,,
,,,,,Robin,307,,Captain Falcon,White,Dark Pit,404,5,Battlefield,Battlefield,Yoshi's Story,,,,,,,,,
,,,,,Robin,308,Blue,Ganondorf,Blue,Ridley,405,2,Battlefield,Battlefield,Gerudo Valley,,,,,,,,,
,,,,,Robin,,,,,,406,2,Battlefield,Battlefield,Fourside,,,,,,,,,
,,,,,Robin,309,Teal,Chrom,,Shulk,407,4,Battlefield,Battlefield,Golden Plains,,,,,,,,,
,,,,,Robin,310,Gray,King K. Rool,Game Boy,King Dedede,408,4,Battlefield,Battlefield,Super Mario Maker,,,,,,,,,
,,,,,Robin,311,Yellow,Lucina,Pink,Corrin,409,5,Battlefield,Omega,New Pork City,,,,,,,,,
,,,,,Robin,,,,,,410,4,Battlefield,Battlefield,Flat Zone,,,,,,,,,
,,,,,Robin,312,,Dark Pit,Red,Palutena,411,4,Battlefield,Battlefield,Living Room,0.5x,,,,,,,,
,,,,,Wario,313,Blue,Bowser,,Ganondorf,412,3,Battlefield,Regular,Mushroomy Kingdom,,,,,,,,,
,,,,,Wario,314,,Mega Man,,Wii Fit Trainer,413,+4 to -4,Battlefield,Regular,Balloon Fight,Time,SB,I,,,,,,
,,,,,Wario,315,Red,Wario,Yellow,Wario,414,4,Battlefield,Omega,Brinstar Depths,,,,,,,,,
,,,,,Wario,,,,,,415,-2,Battlefield,Battlefield,Yoshi's Island M,,,,,,,,,
,,,,,Wario,316,Cyan,King Dedede,Pink,King Dedede,416,1 to 2 at time,Battlefield,Regular,Pilotwings,,,,,,,,,
,,,,,Wario,317,,Chrom,Pink,Little Mac,417,3,Battlefield,Omega,Kalos Pokemon League,,,,,,,,,
,,,,,Wario,,,,,,418,6,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Wario,318,Red F,Wii Fit Trainer,Yellow M,Wii Fit Trainer,419,+5 to -5,Battlefield,Regular,Princess Peach's Castle,Time,SB,I,,,,,,
,,,,,Wario,319,Party,Pikachu,,Sheik,420,5,Battlefield,Battlefield,Smashville,,,,,,,,,
,,,,,Wario,320,Flower,Pichu,Yellow,Inkling,421,3,Battlefield,Battlefield,Yoshi's Story,Good,,,,,,,,
,,,,,Wario,,,,,,422,5,Battlefield,Battlefield,Great Bay,,,,,,,,,
,,,,,Wario,321,Green,Corrin,Brown,Zelda,423,4,Battlefield,Omega,Frigate Orpheon,,,,,,,,,
,,,,,Lucas,322,Black/Red,Dark Pit,Fuchsia,Roy,424,4,Battlefield,Battlefield,Luigi's Mansion,,,,,,,,,
,,,,,Lucas,,,,,,425,4,Battlefield,Battlefield,Gamer,,,,,,,,,
,,,,,Lucas,323,Gray,King K. Rool,,Cloud,426,3,Battlefield,Battlefield,Pirate Ship,,,,,,,,,
,,,,,Lucas,,,,,,427,4,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Lucas,324,Blue,Ridley,Blue,Ganondorf,428,5,Battlefield,Battlefield,Onett,0.5x,,,,,,,,
,,,,,Lucas,325,,Robin,Spiky,Pichu,429,2,Battlefield,Battlefield,Pilotwings,0.5s,,,,,,,,
,,,,,Lucas,326,,Zelda,Yellow,Inkling,430,3,Battlefield,Omega,Duck Hunt,,,,,,,,,
,,,,,Lucas,327,,Richter,,Ice Climbers,431,+8 to -8,Battlefield,Omega,75m,Time,SB,I,,,,,,
,,,,,Lucas,328,Dark,Link,Black,Dr. Mario,432,3,Battlefield,Omega,The Great Cave Offensive,,,,,,,,,
,,,,,Lucas,,,,,,433,3,Battlefield,Battlefield,Mushroom Kingdom U,,,,,,,,,
,,,,,Lucas,,,,,,434,3,Battlefield,Battlefield,Mushroom Kingdom U,,,,,,,,,
,,*,,,Isabelle,329,Dark,Kirby,Yellow,Donkey Kong,435,6,Battlefield,Battlefield,Fountain of Dreams,,,,,,,,,
,,,,,Isabelle,330,Dark,Link,,Palutena,436,5,Battlefield,Regular,Yoshi's Island 64,SB,I,,,,,,,
,,,,,Isabelle,331,Red,Captain Falcon,,Incineroar,437,4,Battlefield,Battlefield,Pokemon Stadium 2,,,,,,,,,
,,,,,Isabelle,332,Gray,King K. Rool,,Ganondorf,438,+4 to -4,Battlefield,Omega,Hyrule Temple,Time,,,,,,,,
,,,,,Isabelle,333,Black,Corrin,,Greninja,439,6,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Isabelle,334,Purple,Toon Link,,Bowser Jr.,440,2,Battlefield,Omega,Battlefield,,,,,,,,,
,,,,,Isabelle,,,,,,441,2,Battlefield,Omega,Balloon Fight,,,,,,,,,
,,,,,Isabelle,335,,Dark Samus,,Snake,442,6,Battlefield,Battlefield,Wily Castle,,,,,,,,,
,,,,,Isabelle,336,,Ryu,,King K. Rool,443,5,Battlefield,No Hazards,Princess Peach's Castle,,,,,,,,,
,,,,,Isabelle,337,,Jigglypuff,,Ganondorf,444,4,Battlefield,Omega,Palutena's Temple,,,,,,,,,
,,,,,Isabelle,338,Black,Corrin,,Pit,445,5,Battlefield,Battlefield,Green Hill Zone,,,,,,,,,
,,,,,Isabelle,,,,,,446,5,Battlefield,Battlefield,Frigate Orpheon,,,,,,,,,
,,,,,Isabelle,339,,Pokemon Trainer,Red,Palutena,447,3,Battlefield,Battlefield,Yoshi's Island 64,,,,,,,,,
,,,,,Isabelle,,,,,,448,5,Battlefield,Omega,Arena Ferox,,,,,,,,,
2019-01-06,Ann Arbor,OT,RCS,,Villager,340,,Samus,Black,Richter,449,5,Battlefield,Battlefield,Great Bay,,,,,,,,,
,,,,,Villager,,,,,,450,5,Battlefield,Battlefield,Yoshi's Island M,,,,,,,,,
,,,,,Villager,,,,,,451,4,Battlefield,Battlefield,New Donk City Hall,,,,,,,,,
2019-01-07,Ann Arbor,RCS,OT,,Villager,341,,Ridley,,Villager,452,1,Battlefield,Regular,Wuhu Island,SB,I,,,,,,,
,,,,,Villager,,,,,,453,3,Battlefield,Regular,Umbra Clock Tower,SB,I,,,,,,,
,,,,,Villager,342,Green,Inkling,,Kirby,454,6,Battlefield,Battlefield,Onett,,,,,,,,,
,,,,,Villager,343,Black,Samus,Green/Brown,Link,455,5,Battlefield,Battlefield,Paper Mario,,,,,,,,,
,,,,,Villager,344,,Ken,Black,Samus,456,6,Battlefield,Battlefield,Pokemon Stadium 2,,,,,,,,,
,,,,,Villager,345,Cyan,King Dedede,Mnky/Maker,Mii Brawler,457,+8 to -8,Battlefield,Regular,Yoshi's Island B,Time,SB,I,,,,,,
,,,,,Villager,346,,Wolf,,Simon,458,6,Battlefield,Battlefield,Mushroomy Kingdom,,,,,,,,,
